,Player,Points,Games
2756,Mike Sweetney,379.0,77.0
2757,Mike Taylor,289.0,51.0
2758,Mike Tobey,2.0,2.0
2759,Mike Todorovich,559.25,66.0
2760,Mike Wilks,61.785714285714285,48.0
2761,Mike Williams,10.0,21.0
2762,Mike Woodson,823.2666666666667,83.0
2763,Mikki Moore,193.73684210526315,82.0
2764,Mile Ilic,0.0,5.0
2765,Miles Plumlee,198.55555555555554,80.0
2766,Miles Simon,2.0,5.0
2767,Milo Komenich,634.0,64.0
2768,Milos Babic,18.5,12.0
2769,Milt Palacio,274.8888888888889,80.0
2770,Milt Schoon,496.0,62.0
2771,Milt Wagner,107.5,40.0
2772,Milt Williams,78.66666666666667,53.0
2773,Mindaugas Kuzminskas,425.0,68.0
2774,Miroslav Raduljica,94.5,48.0
2775,Mirsad Turkcan,22.0,17.0
2776,Mirza Teletovic,513.0,79.0
2777,Mitch Kupchak,578.0,82.0
2778,Mitch McGary,113.5,32.0
2779,Mitch Richmond*,1464.0714285714287,82.0
2780,Mitchell Butler,233.5,76.0
2781,Mitchell Wiggins,646.1666666666666,82.0
2782,Mo Howard,101.33333333333333,32.0
2783,Mo Layton,365.2,80.0
2784,Mo Mahoney,6.0,6.0
2785,Mo Williams,737.3529411764706,81.0
2786,Moe Barr,61.0,31.0
2787,Moe Radovich,14.0,4.0
2788,Monk Meineke,467.6,71.0
2789,Monta Ellis,1145.642857142857,82.0
2790,Monte Towe,130.0,51.0
2791,Monti Davis,2.0,2.0
2792,Montrezl Harrell,333.5,58.0
2793,Monty Williams,268.3636363636364,82.0
2794,Moochie Norris,181.4,82.0
2795,Mookie Blaylock,920.1538461538462,81.0
2796,Morlon Wiley,106.4375,58.0
2797,Morris Almond,39.666666666666664,25.0
2798,Morris Peterson,693.4545454545455,82.0
2799,Moses Malone*,1356.7619047619048,82.0
2800,Mouhamed Sene,24.6,28.0
2801,Muggsy Bogues,450.3125,82.0
2802,Murray Mitchell,2.0,2.0
2803,Murray Wier,429.0,56.0
2804,Mustafa Shakur,26.0,22.0
2805,Mychal Thompson,982.0,82.0
2806,Mychel Thompson,18.0,5.0
2807,Myles Patrick,5.0,3.0
2808,Myles Turner,896.0,81.0
2809,Myron Brown,9.0,4.0
2810,Myron Jackson,11.0,8.0
2811,Nando De,157.5,72.0
2812,Nat Clifton*,680.5,72.0
2813,Nate Blackwell,37.0,10.0
2814,Nate Bowman,140.4,81.0
2815,Nate DeLong,64.0,17.0
2816,Nate Driggers,36.0,15.0
2817,Nate Hawthorne,294.0,79.0
2818,Nate Huffman,23.0,7.0
2819,Nate Johnston,30.666666666666668,21.0
2820,Nate McMillan,394.4166666666667,82.0
2821,Nate Robinson,471.3529411764706,82.0
2822,Nate Thurmond*,923.9375,82.0
2823,Nate Williams,796.9166666666666,85.0
2824,Nate Wolters,125.25,58.0
2825,Nathan Jawai,63.0,39.0
2826,Nazr Mohammed,313.0357142857143,82.0
2827,Ndudi Ebi,20.0,17.0
2828,Neal Walk,763.9,82.0
2829,Negele Knight,249.3,65.0
2830,Neil Johnson,199.5,80.0
2831,Neil Johnston*,1252.875,72.0
2832,Nelson Bobb,263.0,62.0
2833,Nemanja Bjelica,355.5,65.0
2834,Nemanja Nedovic,26.0,24.0
2835,Nenad Krstic,531.6666666666666,80.0
2836,Nene Hilario,644.2941176470588,82.0
2837,Nerlens Noel,476.2,75.0
2838,Nick Anderson,886.8461538461538,81.0
2839,Nick Calathes,295.0,71.0
2840,Nick Collison,409.84615384615387,82.0
2841,Nick Fazekas,71.33333333333333,26.0
2842,Nick Johnson,74.0,28.0
2843,Nick Jones,334.3333333333333,81.0
2844,Nick Mantis,112.75,42.0
2845,Nick Van,932.0,81.0
2846,Nick Vanos,111.0,57.0
2847,Nick Weatherspoon,533.0,82.0
2848,Nick Young,706.9166666666666,82.0
2849,Nicolas Batum,844.4444444444445,82.0
2850,Nicolas Brussino,150.0,54.0
2851,Nicolas Laprovittola,59.0,18.0
2852,Nik Stauskas,564.0,80.0
2853,Nikita Wilson,19.0,15.0
2854,Nikola Jokic,1008.5,80.0
2855,Nikola Mirotic,784.6666666666666,82.0
2856,Nikola Pekovic,567.5,65.0
2857,Nikola Vucevic,967.8333333333334,77.0
2858,Nikoloz Tskitishvili,74.125,81.0
2859,Noah Vonleh,231.0,78.0
2860,Noble Jorgensen,487.5,70.0
2861,Noel Felix,18.0,12.0
2862,Nolan Smith,138.5,44.0
2863,Norm Cook,32.5,25.0
2864,Norm Grekin,0.0,1.0
2865,Norm Mager,124.0,24.0
2866,Norm Nixon,1206.5,82.0
2867,Norm Richardson,20.0,11.0
2868,Norm Stewart,10.0,5.0
2869,Norm Swanson,100.0,63.0
2870,Norm Van,806.25,82.0
2871,Norman Black,8.0,3.0
2872,Norman Powell,454.5,76.0
2873,Normie Glick,2.0,1.0
2874,Norris Cole,384.875,82.0
2875,Norris Coleman,153.0,29.0
2876,Norton Barnhill,4.0,4.0
2877,O.J. Mayo,946.75,82.0
2878,Obinna Ekezie,101.83333333333333,42.0
2879,Odie Spears,518.5714285714286,72.0
2880,Odis Allison,67.0,36.0
2881,Ognjen Kuzmic,17.5,21.0
2882,Okaro White,98.0,35.0
2883,Olden Polynice,517.4736842105264,82.0
2884,Oleksiy Pecherov,146.0,44.0
2885,Oliver Lafayette,7.0,1.0
2886,Oliver Miller,356.27272727272725,76.0
2887,Oliver Robinson,101.0,35.0
2888,Ollie Johnson,486.8333333333333,82.0
2889,Ollie Mack,255.42857142857142,65.0
2890,Olumide Oyedeji,42.333333333333336,36.0
2891,Omar Cook,18.5,17.0
2892,Omer Asik,351.0,82.0
2893,Omri Casspi,391.09090909090907,77.0
2894,Orien Greene,81.5,80.0
2895,Orlando Graham,8.0,7.0
2896,Orlando Johnson,65.0,51.0
2897,Orlando Woolridge,954.7333333333333,82.0
2898,Oscar Robertson*,1907.857142857143,81.0
2899,Oscar Torres,221.0,65.0
2900,Othell Wilson,267.5,74.0
2901,Othella Harrington,419.7857142857143,82.0
2902,Othello Hunter,16.5,16.0
2903,Othyus Jeffers,34.42857142857143,17.0
2904,Otis Birdsong,1045.3333333333333,82.0
2905,Otis Howard,39.333333333333336,14.0
2906,Otis Smith,599.0,80.0
2907,Otis Thorpe,918.5238095238095,82.0
2908,Otto Moore,475.15384615384613,82.0
2909,Otto Porter,617.25,80.0
2910,Owen Wells,99.0,33.0
2911,Ozell Jones,122.5,67.0
2912,P.J. Brown,658.0,82.0
2913,P.J. Hairston,268.5,66.0
2914,P.J. Tucker,467.625,82.0
2915,Pablo Prigioni,203.33333333333334,78.0
2916,Pace Mannion,83.5,57.0
2917,Pape Sow,73.0,42.0
2918,Pape Sy,7.0,3.0
2919,Pascal Siakam,229.0,55.0
2920,Pat Burke,156.0,62.0
2921,Pat Connaughton,67.0,39.0
2922,Pat Cummings,544.0833333333334,81.0
2923,Pat Dunn,70.0,28.0
2924,Pat Durham,161.5,59.0
2925,Pat Frink,123.0,48.0
2926,Pat Garrity,401.7,82.0
2927,Pat Riley*,381.3636363636364,80.0
2928,Patricio Garino,0.0,5.0
2929,Patrick Beverley,541.6,71.0
2930,Patrick Christopher,6.0,4.0
2931,Patrick Eddie,4.0,4.0
2932,Patrick Ewing,3.0,7.0
2933,Patrick Ewing*,1459.7058823529412,82.0
2934,Patrick McCaw,282.0,71.0
2935,Patrick O'Bryant,47.833333333333336,39.0
2936,Patrick Patterson,458.0,81.0
2937,Patty Mills,433.0,81.0
2938,Pau Gasol,1180.388888888889,82.0
2939,Paul Arizin*,1626.6,79.0
2940,Paul Cloyd,12.666666666666666,7.0
2941,Paul Davis,54.25,31.0
2942,Paul Dawkins,316.0,57.0
2943,Paul George,1155.7142857142858,81.0
2944,Paul Gordon,3.0,4.0
2945,Paul Graham,499.6666666666667,80.0
2946,Paul Grant,8.25,10.0
2947,Paul Griffin,349.0,82.0
2948,Paul Hoffman,569.2,72.0
2949,Paul Hogue,108.75,50.0
2950,Paul Long,91.33333333333333,30.0
2951,Paul McCracken,53.333333333333336,24.0
2952,Paul McPherson,174.66666666666666,55.0
2953,Paul Millsap,1080.909090909091,82.0
2954,Paul Mokeski,204.25,80.0
2955,Paul Neumann,744.125,80.0
2956,Paul Noel,128.33333333333334,65.0
2957,Paul Nolen,0.0,1.0
2958,Paul Pierce,1389.3157894736842,82.0
2959,Paul Pressey,696.7272727272727,81.0
2960,Paul Ruffner,36.333333333333336,22.0
2961,Paul Seymour,523.6363636363636,72.0
2962,Paul Shirley,11.0,9.0
2963,Paul Silas,736.375,82.0
2964,Paul Stovall,76.0,25.0
2965,Paul Thompson,365.4,82.0
2966,Paul Walther,391.125,68.0
2967,Paul Westphal,1067.4166666666667,82.0
2968,Paul Zipser,240.0,44.0
2969,Pavel Podkolzin,2.0,5.0
2970,Pearl Washington,553.3333333333334,72.0
2971,Peja Stojakovic,845.3888888888889,81.0
2972,Pep Saul,358.6666666666667,71.0
2973,Pepe Sanchez,10.0,29.0
2974,Pero Antic,354.0,63.0
2975,Perry Jones,162.66666666666666,62.0
2976,Perry Moss,210.0,72.0
2977,Perry Warbington,10.0,5.0
2978,Perry Young,8.666666666666666,9.0
2979,Pervis Ellison,408.54545454545456,76.0
2980,Pete Brennan,40.0,16.0
2981,Pete Chilcutt,218.85714285714286,82.0
2982,Pete Cross,215.4,79.0
2983,Pete Darcey,11.0,12.0
2984,Pete Maravich*,1378.0833333333333,81.0
2985,Pete Myers,161.26666666666668,82.0
2986,Pete Verhoeven,166.66666666666666,71.0
2987,Pete Williams,76.5,53.0
2988,Peter Aluma,2.0,2.0
2989,Peter John,11.0,6.0
2990,Peter Thibeaux,231.0,51.0
2991,Petur Gudmundsson,173.25,69.0
2992,Peyton Siva,54.0,24.0
2993,Phil Bond,4.0,7.0
2994,Phil Chenier,854.75,81.0
2995,Phil Ford,679.7777777777778,82.0
2996,Phil Hankinson,61.0,28.0
2997,Phil Hicks,56.25,37.0
2998,Phil Hubbard,672.5833333333334,83.0
2999,Phil Jackson*,452.3333333333333,82.0
3000,Phil Jordon,564.4545454545455,79.0
3001,Phil Lumpkin,136.0,48.0
3002,Phil Martin,12.0,7.0
3003,Phil Pressey,108.8,75.0
3004,Phil Rollins,175.375,72.0
3005,Phil Sellers,198.0,44.0
3006,Phil Smith,979.2727272727273,82.0
3007,Phil Walker,178.0,40.0
3008,Phil Zevenbergen,30.0,8.0
3009,Pickles Kennedy,12.0,7.0
3010,Pierre Jackson,35.0,8.0
3011,Plummer Lott,73.5,44.0
3012,Pooh Richardson,708.3,82.0
3013,Popeye Jones,338.72727272727275,81.0
3014,Pops Mensah-Bonsu,41.375,22.0
3015,Porter Meriwether,119.0,31.0
3016,Predrag Drobnjak,546.75,82.0
3017,Predrag Savovic,83.0,27.0
3018,Price Brookfield,34.0,7.0
3019,Priest Lauderdale,127.5,39.0
3020,Primoz Brezec,198.69230769230768,79.0
3021,Purvis Short,1217.25,82.0
3022,Quentin Richardson,617.8461538461538,81.0
3023,Quincy Acy,178.55555555555554,68.0
3024,Quincy Douby,140.6,74.0
3025,Quincy Lewis,141.75,74.0
3026,Quincy Miller,64.8,52.0
3027,Quincy Pondexter,286.2857142857143,75.0
3028,Quinn Buckner,592.9,82.0
3029,Quinn Cook,52.666666666666664,14.0
3030,Quintin Dailey,747.0,82.0
3031,Quinton Ross,217.22222222222223,81.0
3032,Qyntel Woods,172.75,62.0
3033,R.J. Hunter,48.5,36.0
3034,Radisav Curcic,58.0,20.0
3035,Raef LaFrentz,561.75,82.0
3036,Rafael Addison,364.3333333333333,79.0
3037,Rafael Araujo,129.66666666666666,59.0
3038,Rafer Alston,541.7333333333333,82.0
3039,Raja Bell,491.75,82.0
3040,Rajon Rondo,631.8461538461538,81.0
3041,Rakeem Christmas,31.5,29.0
3042,Ralph Beard,1003.0,66.0
3043,Ralph Davis,597.5,77.0
3044,Ralph Drollinger,15.0,6.0
3045,Ralph Jackson,2.0,1.0
3046,Ralph Johnson,382.5,68.0
3047,Ralph Lewis,47.8,50.0
3048,Ralph O'Brien,223.6,64.0
3049,Ralph Ogden,42.0,32.0
3050,Ralph Polson,127.33333333333333,49.0
3051,Ralph Sampson*,708.0,82.0
3052,Ralph Simpson,346.625,77.0
3053,Ralph Wells,2.0,3.0
3054,Ramon Rivas,40.0,28.0
3055,Ramon Sessions,571.8125,83.0
3056,Randell Jackson,57.0,27.0
3057,Randolph Childress,40.75,28.0
3058,Randolph Keys,280.42857142857144,80.0
3059,Randolph Morris,35.0,28.0
3060,Randy Allen,126.0,63.0
3061,Randy Breuer,409.3076923076923,82.0
3062,Randy Brown,262.3333333333333,75.0
3063,Randy Denton,239.0,45.0
3064,Randy Foye,631.0,82.0
3065,Randy Holcomb,2.0,4.0
3066,Randy Livingston,70.27272727272727,79.0
3067,Randy Smith,1208.9285714285713,82.0
3068,Randy White,416.6,79.0
3069,Randy Wittman,393.1818181818182,82.0
3070,Randy Woods,89.0,62.0
3071,Rashad McCants,505.5,79.0
3072,Rashad Vaughn,179.5,70.0
3073,Rashard Lewis,902.6111111111111,82.0
3074,Rasheed Wallace,899.6842105263158,81.0
3075,Rasho Nesterovic,459.9166666666667,82.0
3076,Rastko Cvetkovic,10.0,14.0
3077,Rasual Butler,420.93333333333334,82.0
3078,Ratko Varda,5.0,1.0
3079,Raul Lopez,366.5,82.0
3080,Raul Neto,288.0,81.0
3081,Rawle Marshall,85.0,40.0
3082,Ray Allen,1310.9,82.0
3083,Ray Blume,226.0,49.0
3084,Ray Corley,112.8,60.0
3085,Ray Ellefson,4.0,3.0
3086,Ray Epps,26.0,13.0
3087,Ray Felix,665.0909090909091,80.0
3088,Ray Lumpp,369.0,64.0
3089,Ray McCallum,211.4,68.0
3090,Ray Owes,177.0,57.0
3091,Ray Radziszewski,0.0,1.0
3092,Ray Ragelis,68.0,51.0
3093,Ray Scott,1032.3636363636363,82.0
3094,Ray Tolbert,145.63636363636363,73.0
3095,Ray Williams,808.6923076923077,82.0
3096,Raymond Brown,16.0,16.0
3097,Raymond Felton,807.8571428571429,82.0
3098,Raymond Townsend,248.33333333333334,75.0
3099,Red Davis,2.0,3.0
3100,Red Holzman*,324.0,68.0
3101,Red Kerr,1040.0,80.0
3102,Red Morrison,185.0,71.0
3103,Red Owens,156.66666666666666,61.0
3104,Red Rocha,734.7142857142857,72.0
3105,Reece Gaines,32.8,38.0
3106,Reggie Bullock,86.0,43.0
3107,Reggie Carter,235.5,75.0
3108,Reggie Evans,228.23529411764707,81.0
3109,Reggie Geary,104.5,62.0
3110,Reggie Hanson,6.0,8.0
3111,Reggie Harding,459.75,78.0
3112,Reggie Jackson,754.5,80.0
3113,Reggie Johnson,441.55555555555554,79.0
3114,Reggie Jordan,67.5,57.0
3115,Reggie King,649.6666666666666,82.0
3116,Reggie Lewis,1317.0,82.0
3117,Reggie Miller*,1404.388888888889,82.0
3118,Reggie Slater,115.53846153846153,78.0
3119,Reggie Smith,49.5,43.0
3120,Reggie Theus,1317.3333333333333,82.0
3121,Reggie Williams,437.2083333333333,82.0
3122,Renaldo Balkman,113.75,68.0
3123,Renaldo Major,5.0,1.0
3124,Rex Chapman,714.3571428571429,75.0
3125,Rex Morgan,86.0,34.0
3126,Rex Walters,164.8181818181818,80.0
3127,Rich Eichhorst,2.0,1.0
3128,Rich Johnson,152.33333333333334,65.0
3129,Rich Jones,360.0,34.0
3130,Rich Kelley,486.8666666666667,82.0
3131,Rich King,33.75,40.0
3132,Rich Laurel,24.0,10.0
3133,Rich Manning,64.25,29.0
3134,Rich Niemann,55.0,34.0
3135,Rich Rinaldi,131.0,39.0
3136,Rich Yonakor,33.0,10.0
3137,Richard Anderson,338.5,78.0
3138,Richard Coffey,68.0,52.0
3139,Richard Dumas,360.0,48.0
3140,Richard Hamilton,1122.0,82.0
3141,Richard Jefferson,858.4444444444445,82.0
3142,Richard Morton,6.0,2.0
3143,Richard Petruska,53.0,22.0
3144,Richard Rellford,16.0,4.0
3145,Richard Washington,532.0,82.0
3146,Richaun Holmes,423.0,57.0
3147,Richie Frahm,101.66666666666667,54.0
3148,Richie Guerin*,1048.3333333333333,80.0
3149,Richie Niemiera,216.0,60.0
3150,Richie Regan,595.0,72.0
3151,Rick Adelman,389.8,81.0
3152,Rick Barry*,1839.5,82.0
3153,Rick Brunson,87.2,80.0
3154,Rick Calloway,205.0,64.0
3155,Rick Carlisle,84.4,77.0
3156,Rick Fox,689.6923076923077,82.0
3157,Rick Hughes,82.0,21.0
3158,Rick Mahorn,431.27777777777777,82.0
3159,Rick Roberson,546.5714285714286,74.0
3160,Rick Robey,454.1,82.0
3161,Rick Weitzman,33.0,25.0
3162,Rick Wilson,97.0,61.0
3163,Rickey Brown,268.7142857142857,82.0
3164,Rickey Green,572.5625,81.0
3165,Rickey Williams,147.0,44.0
3166,Rickie Winslow,7.0,7.0
3167,Ricky Berry,706.0,64.0
3168,Ricky Blanton,6.0,2.0
3169,Ricky Davis,785.5,82.0
3170,Ricky Grace,4.0,3.0
3171,Ricky Ledo,49.75,17.0
3172,Ricky Marsh,269.0,60.0
3173,Ricky Pierce,836.2,81.0
3174,Ricky Rubio,608.8333333333334,82.0
3175,Ricky Sobers,991.0909090909091,82.0
3176,Ricky Wilson,83.33333333333333,24.0
3177,Rik Smits,1072.5833333333333,82.0
3178,Rob Kurz,157.0,40.0
3179,Rob Lock,30.0,20.0
3180,Rob Rose,0.0,2.0
3181,Rob Williams,659.5,79.0
3182,Robbie Hummel,189.5,53.0
3183,Robert Archibald,16.6,32.0
3184,Robert Churchwell,6.0,4.0
3185,Robert Covington,670.25,70.0
3186,Robert Hahn,10.0,10.0
3187,Robert Hawkins,328.25,52.0
3188,Robert Hite,51.0,12.0
3189,Robert Horry,452.1111111111111,81.0
3190,Robert Pack,379.46666666666664,77.0
3191,Robert Parish*,1111.142857142857,82.0
3192,Robert Reid,724.1333333333333,82.0
3193,Robert Sacre,196.75,67.0
3194,Robert Smith,134.72727272727272,82.0
3195,Robert Swift,104.0,47.0
3196,Robert Traylor,297.85714285714283,74.0
3197,Robert Werdann,33.666666666666664,28.0
3198,Robert Whaley,49.0,23.0
3199,Robin Jones,185.0,63.0
3200,Robin Lopez,609.2222222222222,82.0
3201,Rock Lee,2.0,2.0
3202,Rod Derline,259.0,58.0
3203,Rod Foster,520.6666666666666,80.0
3204,Rod Freeman,106.0,35.0
3205,Rod Higgins,418.1764705882353,82.0
3206,Rod Knowles,9.0,8.0
3207,Rod Strickland,704.8260869565217,82.0
3208,Rod Thorn,579.2,75.0
3209,Rodney Buford,294.4,64.0
3210,Rodney Carney,272.14285714285717,70.0
3211,Rodney Hood,776.6666666666666,79.0
3212,Rodney McCray,901.4,82.0
3213,Rodney McGruder,497.0,78.0
3214,Rodney Monroe,131.0,38.0
3215,Rodney Rogers,676.8125,82.0
3216,Rodney Stuckey,818.5,79.0
3217,Rodney White,305.5,72.0
3218,Rodrick Rhodes,84.6,58.0
3219,Rodrigue Beaubois,321.5,56.0
3220,Roger Brown,33.75,43.0
3221,Roger Burkman,5.0,6.0
3222,Roger Mason,282.0833333333333,82.0
3223,Roger Phegley,373.0,82.0
3224,Roger Powell,2.0,3.0
3225,Roger Strickland,2.0,1.0
3226,Roko Ukic,170.5,72.0
3227,Roland West,4.0,4.0
3228,Rolando Blackman,1355.6153846153845,82.0
3229,Rolando Ferreira,9.0,12.0
3230,Rollen Hans,278.0,67.0
3231,Rollie Seltz,266.0,34.0
3232,Ron Anderson,561.3571428571429,82.0
3233,Ron Baker,215.0,52.0
3234,Ron Behagen,378.0,81.0
3235,Ron Bonham,239.0,39.0
3236,Ron Boone,898.2857142857143,82.0
3237,Ron Brewer,478.9,82.0
3238,Ron Carter,88.0,46.0
3239,Ron Cavenall,42.0,53.0
3240,Ron Crevier,0.0,3.0
3241,Ron Davis,139.0,64.0
3242,Ron Feiereisel,30.0,10.0
3243,Ron Filipek,43.0,19.0
3244,Ron Grandison,45.57142857142857,72.0
3245,Ron Harper,865.1764705882352,82.0
3246,Ron Horn,38.5,28.0
3247,Ron Johnson,24.666666666666668,14.0
3248,Ron Knight,236.0,52.0
3249,Ron Lee,411.1,82.0
3250,Ron Livingstone,295.0,63.0
3251,Ron Mercer,647.9166666666666,80.0
3252,Ron Moore,16.0,14.0
3253,Ron Reed,475.5,62.0
3254,Ron Riley,288.0,77.0
3255,Ron Rowan,12.0,7.0
3256,Ron Shavlik,5.0,7.0
3257,Ron Sobie,287.3333333333333,71.0
3258,Ron Watts,20.0,27.0
3259,Ron Williams,599.625,82.0
3260,Ronald Dupree,69.875,47.0
3261,Ronald Murray,427.3125,82.0
3262,Rondae Hollis-Jefferson,421.0,78.0
3263,Ronnie Brewer,331.2142857142857,81.0
3264,Ronnie Lester,302.6666666666667,75.0
3265,Ronnie MacGilvray,8.0,6.0
3266,Ronnie Murphy,36.0,18.0
3267,Ronnie Price,167.91666666666666,62.0
3268,Ronnie Valentine,84.0,24.0
3269,Ronny Turiaf,188.33333333333334,79.0
3270,Rony Seikaly,825.9230769230769,79.0
3271,Rory Sparrow,493.3333333333333,82.0
3272,Rory White,321.625,80.0
3273,Roshown McLeod,230.8,44.0
3274,Rowland Garrett,206.55555555555554,70.0
3275,Roy Hamilton,168.0,72.0
3276,Roy Hibbert,621.0909090909091,81.0
3277,Roy Hinson,838.4,82.0
3278,Roy Marble,27.5,24.0
3279,Roy Rogers,134.4,82.0
3280,Roy Tarpley,588.8333333333334,81.0
3281,Royal Ivey,144.5,75.0
3282,Royce White,0.0,3.0
3283,Ruben Boumtje-Boumtje,14.333333333333334,33.0
3284,Ruben Garces,10.666666666666666,13.0
3285,Ruben Nembhard,26.666666666666668,10.0
3286,Ruben Patterson,650.9166666666666,81.0
3287,Ruben Wolkowyski,40.0,34.0
3288,Rudy Fernandez,563.5,78.0
3289,Rudy Gay,1112.2,81.0
3290,Rudy Gobert,621.0,82.0
3291,Rudy Hackett,9.333333333333334,6.0
3292,Rudy LaRusso,1150.7,80.0
3293,Rudy Macklin,343.3333333333333,79.0
3294,Rudy Tomjanovich,1216.6363636363637,81.0
3295,Rudy White,63.57142857142857,46.0
3296,Rumeal Robinson,259.3636363636364,81.0
3297,Russ Lee,94.0,46.0
3298,Russ Schoene,327.8333333333333,81.0
3299,Russ Smith,20.75,15.0
3300,Russell Cross,166.0,45.0
3301,Russell Westbrook,1684.0,82.0
3302,Rusty LaRue,97.2,43.0
3303,Ryan Anderson,812.8888888888889,81.0
3304,Ryan Bowen,131.9,75.0
3305,Ryan Gomes,615.75,82.0
3306,Ryan Hollins,144.4375,73.0
3307,Ryan Humphrey,58.0,48.0
3308,Ryan Kelly,245.25,59.0
3309,Ryan Lorthridge,272.0,37.0
3310,Ryan Reid,8.0,5.0
3311,Ryan Robertson,5.0,1.0
3312,Ryan Stack,49.5,25.0
3313,Salah Mejri,169.0,73.0
3314,Salim Stoudamire,420.0,61.0
3315,Sam Bowie,556.4,79.0
3316,Sam Cassell,788.4090909090909,82.0
3317,Sam Dekker,252.0,77.0
3318,Sam Jacobson,107.6,52.0
3319,Sam Jones*,1284.25,80.0
3320,Sam Lacey,697.6,82.0
3321,Sam Mack,275.8888888888889,57.0
3322,Sam Mitchell,664.3076923076923,82.0
3323,Sam Pellom,145.83333333333334,77.0
3324,Sam Perkins,861.0526315789474,82.0
3325,Sam Ranzino,86.0,39.0
3326,Sam Sibert,12.0,5.0
3327,Sam Smith,157.5,30.0
3328,Sam Stith,141.0,32.0
3329,Sam Vincent,408.77777777777777,72.0
3330,Sam Williams,297.875,77.0
3331,Sam Worthen,119.5,64.0
3332,Sam Young,258.3333333333333,80.0
3333,Samaki Walker,237.6,71.0
3334,Samardo Samuels,212.66666666666666,54.0
3335,Samuel Dalembert,524.1538461538462,82.0
3336,Sarunas Jasikevicius,329.75,75.0
3337,Sarunas Marciulionis*,661.5714285714286,75.0
3338,Sasha Danilovic,414.75,56.0
3339,Sasha Kaun,23.0,25.0
3340,Sasha Pavlovic,220.23076923076923,79.0
3341,Sasha Vujacic,312.5,82.0
3342,Scooter McCray,74.66666666666667,47.0
3343,Scot Pollard,202.0,80.0
3344,Scott Brooks,304.8333333333333,82.0
3345,Scott Burrell,294.1,80.0
3346,Scott English,93.0,29.0
3347,Scott Haffner,106.5,43.0
3348,Scott Haskin,55.0,27.0
3349,Scott Hastings,129.53846153846155,76.0
3350,Scott Lloyd,201.4,74.0
3351,Scott Machado,8.0,6.0
3352,Scott May,527.1428571428571,72.0
3353,Scott Meents,36.0,26.0
3354,Scott Padgett,192.0,82.0
3355,Scott Roth,186.4,71.0
3356,Scott Sims,30.0,12.0
3357,Scott Skiles,665.2,82.0
3358,Scott Wedman,850.6,82.0
3359,Scott Williams,212.47368421052633,77.0
3360,Scottie Pippen*,1114.1176470588234,82.0
3361,Scotty Hopson,1.0,2.0
3362,Sean Colson,10.0,13.0
3363,Sean Elliott,878.6666666666666,82.0
3364,Sean Green,100.2,36.0
3365,Sean Higgins,208.25,57.0
3366,Sean Kilpatrick,326.2,70.0
3367,Sean Lampley,101.5,35.0
3368,Sean Marks,58.0,60.0
3369,Sean May,205.25,37.0
3370,Sean Rooks,327.5625,82.0
3371,Sean Singletary,60.0,37.0
3372,Sean Williams,103.5,73.0
3373,Sebastian Telfair,337.2857142857143,78.0
3374,Sedale Threatt,577.7222222222222,82.0
3375,Sedric Toney,83.66666666666667,64.0
3376,Semaj Christon,183.0,64.0
3377,Semih Erden,106.25,41.0
3378,Serge Ibaka,840.0,82.0
3379,Sergei Bazarevich,30.0,10.0
3380,Sergei Monia,51.333333333333336,26.0
3381,Sergey Karasev,95.66666666666667,40.0
3382,Sergio Rodriguez,311.57142857142856,80.0
3383,Seth Curry,200.5,70.0
3384,Shabazz Muhammad,572.5,82.0
3385,Shabazz Napier,227.33333333333334,55.0
3386,Shaler Halimon,307.5,81.0
3387,Shammond Williams,252.1818181818182,78.0
3388,Shandon Anderson,465.1666666666667,82.0
3389,Shane Battier,602.1333333333333,82.0
3390,Shane Edwards,2.0,2.0
3391,Shane Heal,48.5,43.0
3392,Shane Larkin,389.3333333333333,78.0
3393,Shannon Brown,233.13333333333333,82.0
3394,Shaquille O'Neal*,1401.3333333333333,81.0
3395,Shareef Abdur-Rahim,1172.2857142857142,85.0
3396,Sharone Wright,439.6666666666667,79.0
3397,Sharrod Ford,4.0,3.0
3398,Shaun Livingston,295.3888888888889,78.0
3399,Shavlik Randolph,31.5,57.0
3400,Shawn Bradley,541.0625,82.0
3401,Shawn Kemp,1096.2142857142858,82.0
3402,Shawn Long,148.0,18.0
3403,Shawn Marion,978.15,81.0
3404,Shawn Respert,170.25,62.0
3405,Shawne Williams,234.44444444444446,65.0
3406,Shawnelle Scott,47.25,41.0
3407,Shayne Whittington,34.0,20.0
3408,Shea Seals,4.0,4.0
3409,Shelden Williams,193.58333333333334,81.0
3410,Sheldon McClellan,90.0,30.0
3411,Shellie McMillon,505.8333333333333,78.0
3412,Shelton Jones,122.0,51.0
3413,Shelvin Mack,244.0909090909091,73.0
3414,Sherell Ford,90.0,28.0
3415,Sherman Douglas,601.4375,81.0
3416,Sherron Collins,17.0,20.0
3417,Sherwin Raiken,9.0,6.0
3418,Si Green,457.45454545454544,76.0
3419,Sid Catlett,6.0,9.0
3420,Sidney Green,431.0833333333333,82.0
3421,Sidney Lowe,98.33333333333333,80.0
3422,Sidney Moncrief,1084.6363636363637,80.0
3423,Sidney Wicks,1280.3,82.0
3424,Sim Bhullar,2.0,3.0
3425,Skal Labissiere,289.0,33.0
3426,Skeeter Henry,4.0,4.0
3427,Skip Harlicka,106.0,26.0
3428,Skippy Whitaker,2.0,3.0
3429,Slater Martin*,619.6153846153846,72.0
3430,Slavko Vranes,0.0,1.0
